id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93
22791,1.8724351449290508e-6,2.5275596586863304e-8,0.9997877229496333,1.2254002846852255e-11,2.0926156999884804e-4,2.8262353988929004e-7,7.875097584422656e-9,6.181496681767613e-7,2.0910906660490265e-7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,8,0,0,3,1,4,0,0,0,2,0,0,0,0,0,2,0,0,0,6,0,1,5,0,1,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
29135,0.03183167159677915,0.04325020043950739,0.6386906654432236,0.2326139003031219,0.0027729644323138797,0.006080116435104197,0.02150828005824021,0.013050876355751265,0.010201324935958437,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,3,1,1,0,1,0,1,3,3,1,0,0,0,0,0,0,4,1,0,1,0,0,1,4,4,0,0,0,3,2,0,0,3,0,20,0,0,0,1,1,1,0,0,0,0,0,2,0,1,1,0,7,0,0,4,3,2,0,0,2,0,0,0,1,0,0,0,0,0,5,3,1,1,1,1,0,0,0
31636,2.3039386235517274e-5,4.231343752860708e-5,1.8157957338349937e-5,1.1591481978975143e-5,2.286213698803164e-5,0.999840800225464,3.6323414931968064e-6,1.7764056517971172e-5,1.98389764552605e-5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,7,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,3,9,0,0,1,0,1,5,0,1,1,0,0,5,0,0,2,0,0,0,1,0,0,1,0,0,0,0
21851,1.0838425899427545e-5,3.6692736555999783e-8,0.9998529681306947,1.2744104133214578e-7,8.481644623511996e-8,1.3081692271195436e-4,2.3780723716310452e-7,3.3438317613299684e-6,1.5459314712719446e-6,0,1,7,2,1,0,0,0,0,0,6,0,2,0,0,5,0,0,0,0,2,2,0,0,0,2,8,1,1,0,0,2,0,0,0,0,0,1,0,0,0,4,0,3,0,3,0,1,1,0,0,1,0,6,3,1,1,0,0,1,9,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0
48012,2.35629232996055e-5,3.24973618559054e-8,3.354073627912999e-6,3.3211128418170454e-4,2.3342530563564873e-4,0.0067533411961637375,0.9926393196329611,4.5802744191484735e-6,1.0272812349368472e-5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,1,0,1,0,2,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,3,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0
79897,5.231864186072435e-11,2.6677821321566602e-12,2.7575213293747907e-10,6.417527133440006e-9,9.02811022841128e-10,1.9002697034203343e-9,7.296896637330859e-7,4.9728933713034254e-5,0.9999495318252768,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,9,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,11,0,0,9,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59634,2.6905757761185344e-10,1.0279234987176929e-10,1.3099868543401073e-10,1.726502172087479e-11,4.218441748932858e-10,4.1455983849893626e-7,6.711453902520248e-7,6.880480303288726e-5,0.9999301085497805,0,0,2,1,2,0,0,0,1,0,0,3,0,0,0,2,0,2,0,1,0,1,0,3,1,0,0,0,0,1,2,1,0,1,0,0,1,2,0,0,4,1,0,2,0,0,1,1,4,0,0,0,0,9,0,0,0,0,0,1,0,5,2,0,2,1,4,18,0,1,0,1,1,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,14,0,0,0,0
4651,1.4419155491459113e-7,0.9999997145478974,2.5444275468727652e-8,1.8518084197795632e-10,4.106327935753786e-9,4.526190995448451e-8,1.172829276432777e-8,3.034732183422471e-8,2.418723916911213e-8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,3,0
141118,3.9282927786262033e-10,1.0529448059948853e-11,2.589370180062965e-9,5.8497437008552976e-8,1.93753206010308e-10,6.312309674683052e-7,6.84857245561442e-6,7.834177115018908e-5,0.9999141167415075,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,4,0,0,3,0,0,0,0,0,1,0,1,0,3,2,0,0,1,5,0,0,5,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
99844,1.1598360850248332e-10,4.08989977121251e-11,4.9687712021572136e-11,6.634516756230821e-10,5.602275898995012e-10,2.3573102790600407e-7,1.5749136545712734e-7,1.1425976137608424e-4,0.9998853455859811,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1,0,1,0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124547,1.4788424275978314e-10,2.2581599256228006e-11,5.797760724408058e-11,6.651295934839286e-9,3.4069110695893886e-9,2.1573569622246924e-8,7.906941543970369e-6,2.8299254574569373e-4,0.9997090686524903,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8739,2.8627013292570636e-9,0.9999999785274456,4.9045857547670404e-9,7.543490057676822e-12,7.422941471427188e-10,4.432564207561658e-9,1.2282937742175248e-9,3.259327523767011e-9,4.0352437654590595e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60558,6.576233058162208e-11,6.928755783997204e-11,1.0087933480652783e-8,1.6138736267143536e-8,1.2104911023170274e-9,1.6377569216097485e-8,1.2844852722390967e-6,5.410637653801638e-5,0.9999445651884099,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
108414,4.6263896013965695e-11,6.360762149773371e-13,3.505255869366654e-8,7.697045296387116e-8,3.1034787185915175e-10,2.8942574334315308e-8,1.0357401963848136e-6,3.76021836934149e-5,0.9999612207532764,0,0,0,0,0,0,0,0,3,0,0,0,0,10,2,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,22,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,10,0,0,0,0,0
86126,1.4769390861341043e-10,2.255253564986971e-11,5.7902987269852095e-11,6.642735396472218e-9,0.001449653027889315,2.1545803398600414e-8,8.346353150393664e-6,1.1957729305630344e-4,0.9984223949092158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21314,2.0525430594011622e-7,4.6087901667959216e-9,0.9697039758523976,1.517009723342093e-8,0.030295113007275467,2.3234219657331984e-7,3.071705210241835e-7,7.519991950928995e-8,7.139449639572895e-8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,28,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13987,3.067960627819408e-7,0.9999942946100665,5.072986140826318e-8,1.4825601986658372e-10,1.1954202869365031e-8,4.952449507968508e-6,1.0548852896903028e-7,1.5478189758239319e-7,1.230416159732584e-7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51257,7.1582288984102065e-9,5.045500486201545e-11,6.806403926585998e-8,1.3435284294589513e-6,5.177386830204971e-8,8.612936265011551e-8,2.099712682985502e-6,0.9999963408617336,2.7211998072012462e-9,0,0,0,0,0,0,0,1,0,2,0,0,0,3,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0
73466,5.931220351343849e-11,3.540632934248085e-10,1.2153570987630268e-10,7.234086232868844e-11,1.121987689310682e-9,2.909215320355428e-8,7.822091927702669e-7,5.415322089650252e-5,0.9999450337485178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94380,3.0010562528170014e-10,5.870853626053174e-11,3.4610870509220116e-11,4.6890929837826235e-12,1.6042270997539699e-10,4.565091800184515e-6,1.0822286694925804e-7,4.7172056016165856e-5,0.9999481540707797,0,0,13,3,0,0,1,2,0,0,8,0,3,0,0,3,0,3,0,0,0,3,0,4,0,1,3,0,0,0,0,0,0,1,1,0,0,3,0,0,1,2,0,3,0,9,0,0,0,0,0,0,1,9,1,1,0,0,0,2,1,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,8,0,0,0,0
106725,1.983975927589458e-10,1.0219023768334192e-13,1.8912144103878213e-9,6.622559438608984e-9,1.103291236325233e-9,6.739557323417862e-8,3.3599046122262785e-6,9.134744709762209e-5,0.9999052154371522,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,7,0,0,16,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36481,1.0555346288082251e-5,3.0991569893958125e-8,8.107283424664966e-7,1.3886198035346021e-5,8.262303205831615e-6,0.999960705587098,3.724038306208194e-8,4.564474246413264e-6,1.1471308309091603e-6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
59683,4.240014037546305e-11,4.929079045663335e-11,4.3331175992463713e-11,4.253897496399876e-9,1.2092986823387807e-9,2.1650680616881685e-8,3.6349349424950033e-7,7.807809748422477e-5,0.9999215311601226,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29104,3.8169468183340695e-5,2.4096127997268524e-7,4.636770456175207e-4,0.9976328867820139,0.0017362535603098299,8.102328254715845e-5,1.400566498087182e-5,1.334111254261485e-5,2.0402122524686437e-5,0,0,0,0,1,0,0,1,0,0,0,1,1,6,0,5,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,2,0,1,0,1,0,16,0,0,0,1,0,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
90670,6.564175683288094e-11,3.0791504364992124e-9,1.446455901089915e-10,4.753847890965803e-9,1.4310210672545107e-9,1.6739896396691214e-8,8.019507029608593e-7,4.6073424287082096e-5,0.9999530984108069,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144302,2.4468034529031135e-10,9.521414019773294e-11,3.198720201509002e-10,1.2578986954643566e-11,5.677166579838677e-11,1.0532691374019892e-6,1.279001769099663e-5,9.9031339243748e-5,0.9998871246448107,0,0,2,2,0,0,0,0,0,0,3,0,2,0,0,2,0,2,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,7,0,0,0,2,0,0,1,2,1,0,2,0,1,0,0,0,0,0,6,0,0,4,0,0,4,0,2,1,0,1,5,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,1,2,0,0,0,2,0
58434,6.662746379876968e-11,1.255491661036267e-10,1.1123602472958243e-9,2.324483013666475e-12,7.881708242320946e-11,1.5745363329780978e-8,5.837460301539583e-7,4.761922790549019e-5,0.9999517798950226,1,0,0,0,0,0,0,26,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,31,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,0,7,0,0,2,0,1,0,0,26,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1
130619,1.539552138779924e-10,2.208626301946466e-11,3.631154185198503e-10,8.417801239059054e-11,2.1168675685898693e-9,2.157357198442617e-8,7.804994728393079e-6,2.8299257673171645e-4,0.9997091781147653,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120477,6.261708163366309e-10,2.5473444576292706e-13,1.729284626619754e-11,6.419042267893454e-9,8.505578838821584e-10,1.2072333300357235e-8,9.448465793096085e-8,7.449691808516009e-5,0.9999253886116051,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,5,2,0,1,0,0,1,3,2,0,0,0,0,1,0,2,0,1,0,3,0,7,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
111575,6.124603405327638e-11,1.2451103485667825e-11,1.188757572431303e-10,1.742775675033201e-8,5.064932801410803e-10,1.187364040368887e-8,5.333812482940162e-7,5.428984578457532e-5,0.9999451467725037,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3535,2.0914810814232707e-5,0.9997734363519205,1.7418830640200805e-4,2.9114889615645086e-6,4.920212783487365e-6,6.199179344565456e-6,4.206283346482407e-6,5.584873665719131e-6,7.638492761473117e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15771,1.1759759229844329e-7,0.9981653449638161,3.428159504722255e-8,1.4363061428894546e-10,0.0018340622975716327,3.0265872267311936e-7,3.35088380832933e-8,6.364375240048222e-8,4.0904481107193566e-8,0,2,0,0,0,0,0,1,0,0,0,2,34,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,0.9641487863087335,0.03585121349586193,2.5970499724794267e-11,5.3758881477138e-15,2.7611289686321887e-14,5.844708666335879e-11,1.3606328012388003e-11,7.043513784699382e-11,2.691256817487155e-11,0,1,0,2,0,0,0,0,0,0,2,0,11,0,2,0,0,1,2,5,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,5,2,1,0,0,0,1,0,0,0,15,0,0,0,0,0,3,2,0,11,0,1,0,0,0,3,1,5,6,0,1,1,0,0,0,15,0,0,1,2,0,0,5,0,0,0
70127,9.940639307205247e-11,2.290106716520218e-10,1.2347168051606839e-8,7.660653988535271e-10,7.085696575918275e-10,6.771282545758632e-8,8.950231386248325e-7,4.8709326103736134e-5,0.999950313787712,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,1,0,0,0,1,0,3,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0
50862,1.882027008331991e-8,9.131602948682721e-10,4.500610158584879e-9,2.1606116039968392e-11,6.527409625355187e-10,4.532946388664943e-6,1.3314356624935136e-7,0.9999953081219902,8.796672782054893e-10,0,1,10,4,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,9,0,0,6,0,5,8,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,4,0,0,0,0,0,1,0,3,0,0,0,7,0,0,6,1,0,1,0,0,2,0,0,0,0,1,0,11,0,0,0,1,0,4,0,1,0,0,0,0,0,0,2,0,0,1,1
132913,1.5349526532421542e-10,2.384640479020091e-11,8.584815988765639e-10,2.7389030608271494e-10,2.8531733476941826e-10,3.949673285784317e-8,6.9828898536359464e-6,1.7221755715943497e-4,0.9998207584612232,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89759,5.1843808554710337e-11,1.0301173587834372e-11,2.1689076541939523e-9,3.519899051169556e-8,1.2680491377813855e-9,1.1685693149290746e-8,3.2081196648183253e-6,3.506729307707117e-5,0.9999616742034727,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0
73621,1.0259636944852886e-10,3.955369499682464e-12,1.8912844684651316e-9,3.258704085265163e-8,7.401666542944806e-10,1.1597863972098808e-8,3.710683127454305e-6,5.398650465610552e-5,0.9999422558893087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
140939,4.1063095749774254e-11,1.440133212893143e-10,1.0876942044089117e-8,1.653740050959946e-10,3.2619323666008343e-10,4.746764920370553e-10,1.4572858208584971e-6,3.4963900230452714e-5,0.9999635667856865,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4,3,0,0,0,0,0,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,6,1,0,0,0,0,2,8,2,2,0,0,0,0,0,0,0,0,4,6,1,11,0,0,0,0,0
84453,1.6935676466465223e-10,1.2339911869675961e-12,8.560591714378401e-11,4.1071248705956534e-11,2.6917134168197515e-4,3.971403697766463e-8,3.3724439757664408e-06,6.155729823724497e-5,0.9996658589048002,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18764,8.19597893986643e-6,0.602229765017799,0.3977389798393527,1.3227302285439055e-5,1.4817961408313183e-7,4.552970491924339e-6,2.7310902722618156e-6,1.528263801266835e-6,8.713574434452711e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,6,2,0,0,0,0
38079,1.494406061361122e-6,8.739747044199395e-9,3.5417798907505355e-7,2.5623993339350155e-5,6.921539692881313e-7,0.9999714050236138,8.924960060222975e-9,3.153795772884366e-7,9.720074261066888e-8,1,0,0,1,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,7,0,1,0,0,0,0,3,3,0,2,0,0,0,0,3,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
35735,3.8599236338818e-6,7.17364777690753e-7,8.50727335076442e-7,3.667965205893142e-7,1.6466839024036538e-5,0.9999733951113663,2.330891772680314e-7,6.614417299423216e-7,3.448706435326124e-6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,1,4,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,11,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,17,0
82471,1.4999850844249966e-10,1.376282291470538e-11,8.525707361161702e-11,1.572634790464819e-8,3.1296539978153278e-9,1.401975733248648e-7,8.344314975093442e-6,1.352289388526278e-4,0.9998562674435786,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137964,2.7187399277299717e-10,1.2747562355628145e-11,2.742550772057215e-11,4.038614500235107e-10,2.3654923512978776e-9,1.149227193234843e-6,5.691280191769481e-7,5.256228570178173e-5,0.999945716277685,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,2,0,0,2,6,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0
76660,1.4790829544898972e-10,1.4341817482175593e-12,5.8136465507907385e-11,2.468741618064e-7,1.4309045313182593e-9,1.0586652388025651e-7,8.228037848314106e-6,1.197508668868436e-4,0.9998716667161957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
